h_tot_m [mm],PT8_c_m,PT6_m,PT5_m,PT4_m,PT3_m,PT3_m,PT1_w_m,time_h_m [h]
11.584,6.587,2.321,-0.21,-3.408,-6.174,-6.174,-11.358,80.56666667
11.587,6.593,2.326,-0.218,-3.402,-6.166,-6.166,-11.354,80.6
11.589,6.606,2.346,-0.214,-3.388,-6.17,-6.17,-11.341,80.63333333
11.592,6.585,2.315,-0.213,-3.421,-6.172,-6.172,-11.364,80.66666667
11.595,6.605,2.329,-0.207,-3.418,-6.175,-6.175,-11.358,80.7
11.599,6.609,2.353,-0.214,-3.392,-6.169,-6.169,-11.352,80.73333333
11.6,6.604,2.345,-0.192,-3.39,-6.137,-6.137,-11.354,80.76666667
11.603,6.607,2.328,-0.213,-3.405,-6.179,-6.179,-11.347,80.8
11.605,6.62,2.342,-0.205,-3.393,-6.16,-6.16,-11.367,80.83333333
11.607,6.596,2.33,-0.205,-3.385,-6.192,-6.192,-11.348,80.86666667
11.609,6.588,2.313,-0.203,-3.423,-6.184,-6.184,-11.368,80.9
11.612,6.583,2.32,-0.211,-3.413,-6.166,-6.166,-11.372,80.93333333
11.615,6.6,2.326,-0.214,-3.419,-6.188,-6.188,-11.349,80.96666667
11.62,6.606,2.336,-0.217,-3.401,-6.178,-6.178,-11.365,81
11.624,6.602,2.331,-0.212,-3.424,-6.166,-6.166,-11.35,81.03333333
11.627,6.615,2.337,-0.192,-3.395,-6.159,-6.159,-11.336,81.06666667
11.631,6.627,2.36,-0.181,-3.375,-6.146,-6.146,-11.334,81.1
11.635,6.602,2.33,-0.211,-3.414,-6.172,-6.172,-11.35,81.13333333
11.64,6.595,2.347,-0.202,-3.412,-6.173,-6.173,-11.352,81.16666667
11.644,6.603,2.304,-0.222,-3.434,-6.179,-6.179,-11.355,81.2
11.646,6.629,2.36,-0.178,-3.403,-6.158,-6.158,-11.332,81.23333333
11.649,6.602,2.341,-0.211,-3.403,-6.161,-6.161,-11.36,81.26666667
11.651,6.606,2.327,-0.208,-3.399,-6.164,-6.164,-11.358,81.3
11.653,6.617,2.35,-0.183,-3.394,-6.164,-6.164,-11.325,81.33333333
11.654,6.62,2.353,-0.196,-3.384,-6.155,-6.155,-11.341,81.36666667
11.656,6.612,2.351,-0.195,-3.387,-6.143,-6.143,-11.353,81.4
11.659,6.608,2.357,-0.191,-3.403,-6.152,-6.152,-11.346,81.43333333
11.661,6.609,2.359,-0.198,-3.385,-6.141,-6.141,-11.335,81.46666667
11.666,6.611,2.32,-0.222,-3.409,-6.169,-6.169,-11.359,81.5
11.668,6.614,2.337,-0.205,-3.384,-6.152,-6.152,-11.33,81.53333333
11.671,6.597,2.322,-0.212,-3.432,-6.189,-6.189,-11.377,81.56666667
11.674,6.586,2.332,-0.216,-3.405,-6.18,-6.18,-11.359,81.6
11.676,6.623,2.352,-0.207,-3.412,-6.158,-6.158,-11.357,81.63333333
11.678,6.598,2.322,-0.217,-3.42,-6.177,-6.177,-11.357,81.66666667
11.681,6.601,2.335,-0.23,-3.423,-6.172,-6.172,-11.359,81.7
11.683,6.589,2.342,-0.208,-3.405,-6.161,-6.161,-11.336,81.73333333
11.687,6.637,2.356,-0.167,-3.386,-6.137,-6.137,-11.324,81.76666667
11.689,6.592,2.338,-0.222,-3.391,-6.17,-6.17,-11.352,81.8
11.692,6.622,2.339,-0.189,-3.4,-6.17,-6.17,-11.345,81.83333333
11.697,6.582,2.312,-0.204,-3.413,-6.171,-6.171,-11.347,81.86666667
11.702,6.612,2.329,-0.218,-3.42,-6.175,-6.175,-11.365,81.9
11.707,6.585,2.325,-0.215,-3.417,-6.182,-6.182,-11.357,81.93333333
11.711,6.615,2.318,-0.201,-3.42,-6.181,-6.181,-11.369,81.96666667
11.714,6.583,2.318,-0.226,-3.446,-6.204,-6.204,-11.4,82
11.717,6.601,2.334,-0.217,-3.423,-6.184,-6.184,-11.368,82.03333333
11.72,6.59,2.332,-0.219,-3.418,-6.161,-6.161,-11.365,82.06666667
11.722,6.607,2.324,-0.212,-3.425,-6.154,-6.154,-11.351,82.1
11.724,6.601,2.332,-0.213,-3.411,-6.178,-6.178,-11.366,82.13333333
11.727,6.616,2.351,-0.204,-3.405,-6.172,-6.172,-11.354,82.16666667
11.729,6.607,2.324,-0.213,-3.418,-6.187,-6.187,-11.374,82.2
11.731,6.624,2.346,-0.198,-3.406,-6.174,-6.174,-11.349,82.23333333
11.734,6.61,2.327,-0.219,-3.418,-6.17,-6.17,-11.352,82.26666667
11.736,6.599,2.351,-0.205,-3.42,-6.173,-6.173,-11.346,82.3
11.739,6.609,2.33,-0.226,-3.429,-6.181,-6.181,-11.363,82.33333333
11.742,6.544,2.288,-0.261,-3.459,-6.244,-6.244,-11.414,82.36666667
11.745,6.594,2.318,-0.221,-3.422,-6.195,-6.195,-11.386,82.4
11.748,6.585,2.318,-0.229,-3.412,-6.172,-6.172,-11.377,82.43333333
11.752,6.595,2.331,-0.226,-3.423,-6.189,-6.189,-11.352,82.46666667
11.756,6.608,2.346,-0.21,-3.421,-6.187,-6.187,-11.349,82.5
11.76,6.591,2.319,-0.213,-3.421,-6.178,-6.178,-11.37,82.53333333
11.764,6.607,2.339,-0.223,-3.427,-6.184,-6.184,-11.358,82.56666667
11.768,6.624,2.347,-0.176,-3.392,-6.162,-6.162,-11.333,82.6
11.771,6.61,2.329,-0.216,-3.412,-6.184,-6.184,-11.363,82.63333333
11.774,6.627,2.36,-0.185,-3.414,-6.168,-6.168,-11.343,82.66666667
11.776,6.586,2.326,-0.23,-3.432,-6.2,-6.2,-11.373,82.7
11.779,6.603,2.338,-0.219,-3.406,-6.17,-6.17,-11.363,82.73333333
11.782,6.604,2.359,-0.208,-3.405,-6.146,-6.146,-11.333,82.76666667
11.784,6.586,2.324,-0.216,-3.425,-6.183,-6.183,-11.369,82.8
11.788,6.597,2.323,-0.204,-3.439,-6.19,-6.19,-11.372,82.83333333
11.79,6.62,2.362,-0.205,-3.402,-6.152,-6.152,-11.329,82.86666667
11.792,6.631,2.375,-0.178,-3.391,-6.157,-6.157,-11.344,82.9
11.794,6.634,2.363,-0.195,-3.39,-6.168,-6.168,-11.339,82.93333333
11.796,6.588,2.32,-0.213,-3.428,-6.186,-6.186,-11.37,82.96666667
11.798,6.603,2.345,-0.198,-3.413,-6.156,-6.156,-11.35,83
11.8,6.581,2.315,-0.222,-3.447,-6.185,-6.185,-11.361,83.03333333
11.802,6.606,2.339,-0.208,-3.421,-6.181,-6.181,-11.355,83.06666667
11.805,6.6,2.349,-0.23,-3.437,-6.166,-6.166,-11.36,83.1
11.809,6.602,2.329,-0.224,-3.429,-6.182,-6.182,-11.373,83.13333333
11.814,6.597,2.341,-0.21,-3.424,-6.189,-6.189,-11.351,83.16666667
11.818,6.599,2.349,-0.224,-3.427,-6.171,-6.171,-11.345,83.2
11.822,6.604,2.344,-0.228,-3.443,-6.183,-6.183,-11.369,83.23333333
11.824,6.596,2.336,-0.217,-3.445,-6.187,-6.187,-11.363,83.26666667
11.826,6.591,2.329,-0.233,-3.445,-6.196,-6.196,-11.373,83.3
11.83,6.616,2.348,-0.213,-3.428,-6.162,-6.162,-11.358,83.33333333
11.833,6.609,2.36,-0.207,-3.404,-6.178,-6.178,-11.348,83.36666667
11.84,6.608,2.345,-0.2,-3.424,-6.18,-6.18,-11.365,83.4
11.844,6.604,2.339,-0.218,-3.439,-6.193,-6.193,-11.373,83.43333333
11.847,6.589,2.307,-0.22,-3.438,-6.193,-6.193,-11.366,83.46666667
11.849,6.623,2.349,-0.205,-3.412,-6.171,-6.171,-11.344,83.5
11.851,6.566,2.298,-0.265,-3.473,-6.222,-6.222,-11.395,83.53333333
11.853,6.597,2.35,-0.217,-3.416,-6.162,-6.162,-11.361,83.56666667
11.856,6.613,2.337,-0.218,-3.437,-6.173,-6.173,-11.361,83.6
11.858,6.577,2.314,-0.259,-3.44,-6.205,-6.205,-11.384,83.63333333
11.859,6.605,2.333,-0.207,-3.42,-6.173,-6.173,-11.338,83.66666667
11.861,6.615,2.352,-0.188,-3.418,-6.179,-6.179,-11.347,83.7
11.863,6.618,2.369,-0.202,-3.392,-6.16,-6.16,-11.344,83.73333333
11.864,6.63,2.363,-0.182,-3.404,-6.163,-6.163,-11.34,83.76666667
11.866,6.611,2.347,-0.216,-3.421,-6.184,-6.184,-11.35,83.8
11.868,6.617,2.349,-0.202,-3.418,-6.165,-6.165,-11.349,83.83333333
11.869,6.601,2.311,-0.255,-3.445,-6.203,-6.203,-11.38,83.86666667
11.872,6.588,2.33,-0.232,-3.417,-6.176,-6.176,-11.341,83.9
11.876,6.594,2.33,-0.234,-3.437,-6.19,-6.19,-11.363,83.93333333
11.879,6.592,2.332,-0.23,-3.429,-6.195,-6.195,-11.375,83.96666667
11.881,6.616,2.333,-0.224,-3.441,-6.196,-6.196,-11.369,84
11.883,6.603,2.316,-0.228,-3.457,-6.192,-6.192,-11.362,84.03333333
11.885,6.581,2.312,-0.242,-3.447,-6.206,-6.206,-11.372,84.06666667
11.888,6.64,2.354,-0.2,-3.4,-6.158,-6.158,-11.33,84.1
11.889,6.61,2.344,-0.214,-3.421,-6.167,-6.167,-11.349,84.13333333
11.892,6.61,2.335,-0.211,-3.431,-6.203,-6.203,-11.342,84.16666667
11.897,6.609,2.34,-0.218,-3.444,-6.183,-6.183,-11.334,84.2
11.902,6.595,2.326,-0.233,-3.454,-6.193,-6.193,-11.372,84.23333333
11.905,6.609,2.335,-0.222,-3.421,-6.183,-6.183,-11.354,84.26666667
11.908,6.599,2.333,-0.205,-3.447,-6.193,-6.193,-11.368,84.3
11.911,6.622,2.33,-0.214,-3.439,-6.187,-6.187,-11.37,84.33333333
11.913,6.617,2.364,-0.21,-3.407,-6.181,-6.181,-11.347,84.36666667
11.915,6.618,2.341,-0.213,-3.424,-6.174,-6.174,-11.365,84.4
11.917,6.569,2.308,-0.246,-3.456,-6.21,-6.21,-11.385,84.43333333
11.918,6.583,2.318,-0.23,-3.461,-6.215,-6.215,-11.383,84.46666667
11.92,6.633,2.37,-0.19,-3.417,-6.166,-6.166,-11.34,84.5
11.923,6.594,2.319,-0.229,-3.443,-6.196,-6.196,-11.372,84.53333333
11.927,6.6,2.326,-0.22,-3.442,-6.197,-6.197,-11.365,84.56666667
11.93,6.613,2.351,-0.199,-3.405,-6.174,-6.174,-11.34,84.6
11.932,6.589,2.319,-0.249,-3.452,-6.215,-6.215,-11.38,84.63333333
11.934,6.596,2.319,-0.225,-3.46,-6.202,-6.202,-11.378,84.66666667
11.935,6.619,2.338,-0.203,-3.421,-6.185,-6.185,-11.358,84.7
11.938,6.599,2.338,-0.221,-3.443,-6.185,-6.185,-11.363,84.73333333
11.942,6.596,2.328,-0.239,-3.442,-6.204,-6.204,-11.375,84.76666667
11.946,6.605,2.348,-0.211,-3.443,-6.195,-6.195,-11.361,84.8
11.949,6.611,2.342,-0.217,-3.432,-6.168,-6.168,-11.353,84.83333333
11.951,6.596,2.346,-0.229,-3.443,-6.184,-6.184,-11.356,84.86666667
11.954,6.591,2.335,-0.244,-3.453,-6.201,-6.201,-11.38,84.9
11.958,6.614,2.325,-0.234,-3.434,-6.195,-6.195,-11.367,84.93333333
11.96,6.584,2.343,-0.237,-3.457,-6.209,-6.209,-11.366,84.96666667
11.964,6.582,2.334,-0.227,-3.457,-6.192,-6.192,-11.362,85
11.966,6.623,2.357,-0.203,-3.413,-6.176,-6.176,-11.341,85.03333333
11.97,6.598,2.326,-0.234,-3.469,-6.195,-6.195,-11.378,85.06666667
11.974,6.592,2.338,-0.216,-3.449,-6.197,-6.197,-11.361,85.1
11.977,6.588,2.321,-0.251,-3.458,-6.226,-6.226,-11.373,85.13333333
11.978,6.568,2.309,-0.232,-3.462,-6.212,-6.212,-11.372,85.16666667
11.979,6.603,2.33,-0.239,-3.438,-6.19,-6.19,-11.361,85.2
11.981,6.62,2.349,-0.224,-3.448,-6.181,-6.181,-11.343,85.23333333
11.983,6.592,2.346,-0.238,-3.458,-6.2,-6.2,-11.38,85.26666667
11.985,6.575,2.322,-0.249,-3.476,-6.23,-6.23,-11.393,85.3
11.988,6.597,2.332,-0.234,-3.456,-6.208,-6.208,-11.367,85.33333333
11.99,6.614,2.337,-0.226,-3.431,-6.183,-6.183,-11.345,85.36666667
11.993,6.583,2.315,-0.236,-3.47,-6.207,-6.207,-11.386,85.4
11.995,6.624,2.343,-0.201,-3.444,-6.191,-6.191,-11.349,85.43333333
11.998,6.618,2.376,-0.2,-3.436,-6.17,-6.17,-11.34,85.46666667
12.001,6.614,2.353,-0.22,-3.419,-6.168,-6.168,-11.364,85.5
12.005,6.61,2.343,-0.211,-3.436,-6.18,-6.18,-11.358,85.53333333
12.007,6.625,2.365,-0.206,-3.433,-6.166,-6.166,-11.331,85.56666667
12.009,6.604,2.363,-0.22,-3.44,-6.173,-6.173,-11.34,85.6
12.011,6.611,2.335,-0.224,-3.442,-6.203,-6.203,-11.361,85.63333333
12.014,6.6,2.337,-0.208,-3.444,-6.186,-6.186,-11.363,85.66666667
12.017,6.628,2.358,-0.189,-3.398,-6.177,-6.177,-11.337,85.7
12.02,6.621,2.354,-0.214,-3.439,-6.188,-6.188,-11.351,85.73333333
12.023,6.61,2.331,-0.241,-3.459,-6.199,-6.199,-11.372,85.76666667
12.027,6.601,2.299,-0.237,-3.462,-6.199,-6.199,-11.403,85.8
12.03,6.602,2.338,-0.245,-3.461,-6.199,-6.199,-11.384,85.83333333
12.034,6.57,2.302,-0.255,-3.482,-6.214,-6.214,-11.397,85.86666667
12.037,6.607,2.33,-0.231,-3.439,-6.205,-6.205,-11.362,85.9
12.039,6.597,2.321,-0.253,-3.464,-6.221,-6.221,-11.387,85.93333333
12.042,6.62,2.338,-0.212,-3.437,-6.177,-6.177,-11.353,85.96666667
12.045,6.613,2.363,-0.231,-3.419,-6.178,-6.178,-11.345,86
12.047,6.617,2.341,-0.222,-3.437,-6.175,-6.175,-11.354,86.03333333
12.049,6.605,2.347,-0.223,-3.44,-6.196,-6.196,-11.339,86.06666667
12.052,6.609,2.342,-0.233,-3.459,-6.206,-6.206,-11.359,86.1
12.055,6.619,2.349,-0.227,-3.455,-6.204,-6.204,-11.371,86.13333333
12.058,6.612,2.34,-0.238,-3.457,-6.192,-6.192,-11.355,86.16666667
12.06,6.612,2.341,-0.228,-3.442,-6.185,-6.185,-11.352,86.2
12.064,6.609,2.343,-0.227,-3.435,-6.189,-6.189,-11.355,86.23333333
12.065,6.607,2.347,-0.229,-3.443,-6.193,-6.193,-11.334,86.26666667
12.067,6.612,2.348,-0.229,-3.444,-6.192,-6.192,-11.36,86.3
12.069,6.606,2.338,-0.218,-3.43,-6.188,-6.188,-11.364,86.33333333
12.073,6.62,2.34,-0.206,-3.432,-6.182,-6.182,-11.342,86.36666667
12.074,6.602,2.331,-0.233,-3.462,-6.216,-6.216,-11.358,86.4
12.076,6.624,2.348,-0.201,-3.445,-6.185,-6.185,-11.343,86.43333333
12.081,6.601,2.328,-0.227,-3.45,-6.2,-6.2,-11.372,86.46666667
12.083,6.614,2.355,-0.23,-3.441,-6.181,-6.181,-11.364,86.5
12.088,6.606,2.336,-0.229,-3.447,-6.194,-6.194,-11.364,86.53333333
12.091,6.602,2.338,-0.233,-3.465,-6.193,-6.193,-11.363,86.56666667
12.094,6.605,2.338,-0.236,-3.451,-6.202,-6.202,-11.375,86.6
12.097,6.603,2.354,-0.227,-3.447,-6.19,-6.19,-11.347,86.63333333
12.099,6.634,2.365,-0.192,-3.426,-6.17,-6.17,-11.345,86.66666667
12.1,6.61,2.344,-0.206,-3.425,-6.174,-6.174,-11.364,86.7
12.102,6.611,2.349,-0.227,-3.46,-6.191,-6.191,-11.36,86.73333333
12.104,6.594,2.327,-0.249,-3.456,-6.207,-6.207,-11.364,86.76666667
12.105,6.602,2.339,-0.23,-3.461,-6.212,-6.212,-11.386,86.8
12.108,6.632,2.363,-0.226,-3.439,-6.179,-6.179,-11.347,86.83333333
12.11,6.599,2.337,-0.238,-3.462,-6.204,-6.204,-11.375,86.86666667
12.113,6.631,2.366,-0.211,-3.422,-6.169,-6.169,-11.345,86.9
12.115,6.614,2.341,-0.227,-3.454,-6.2,-6.2,-11.362,86.93333333
12.117,6.596,2.327,-0.236,-3.476,-6.204,-6.204,-11.373,86.96666667
12.12,6.611,2.33,-0.217,-3.453,-6.198,-6.198,-11.362,87
12.122,6.616,2.334,-0.211,-3.44,-6.188,-6.188,-11.365,87.03333333
12.126,6.601,2.35,-0.242,-3.47,-6.199,-6.199,-11.359,87.06666667
12.128,6.616,2.349,-0.229,-3.445,-6.179,-6.179,-11.353,87.1
12.129,6.624,2.349,-0.224,-3.443,-6.202,-6.202,-11.352,87.13333333
12.13,6.629,2.381,-0.219,-3.423,-6.168,-6.168,-11.347,87.16666667
12.132,6.607,2.346,-0.231,-3.467,-6.199,-6.199,-11.37,87.2
12.133,6.622,2.375,-0.208,-3.435,-6.177,-6.177,-11.346,87.23333333
12.137,6.601,2.341,-0.223,-3.457,-6.204,-6.204,-11.364,87.26666667
12.14,6.612,2.355,-0.213,-3.451,-6.207,-6.207,-11.353,87.3
12.146,6.603,2.339,-0.256,-3.462,-6.198,-6.198,-11.367,87.33333333
12.15,6.577,2.284,-0.267,-3.511,-6.239,-6.239,-11.414,87.36666667
12.153,6.617,2.364,-0.218,-3.415,-6.19,-6.19,-11.351,87.4
12.157,6.632,2.357,-0.22,-3.442,-6.189,-6.189,-11.35,87.43333333
12.16,6.572,2.305,-0.273,-3.494,-6.23,-6.23,-11.409,87.46666667
12.162,6.611,2.346,-0.218,-3.442,-6.195,-6.195,-11.36,87.5
12.164,6.613,2.342,-0.222,-3.467,-6.185,-6.185,-11.37,87.53333333
12.167,6.597,2.347,-0.239,-3.462,-6.199,-6.199,-11.359,87.56666667
12.169,6.61,2.332,-0.264,-3.464,-6.215,-6.215,-11.383,87.6
12.171,6.635,2.357,-0.215,-3.443,-6.185,-6.185,-11.344,87.63333333
12.173,6.586,2.321,-0.249,-3.486,-6.214,-6.214,-11.396,87.66666667
12.176,6.609,2.355,-0.233,-3.445,-6.2,-6.2,-11.38,87.7
12.177,6.644,2.373,-0.196,-3.423,-6.175,-6.175,-11.339,87.73333333
12.179,6.605,2.335,-0.243,-3.454,-6.21,-6.21,-11.367,87.76666667
12.179,6.585,2.337,-0.254,-3.479,-6.236,-6.236,-11.373,87.8
12.181,6.651,2.36,-0.208,-3.428,-6.183,-6.183,-11.352,87.83333333
12.181,6.598,2.34,-0.244,-3.474,-6.23,-6.23,-11.384,87.86666667
12.183,6.586,2.311,-0.243,-3.492,-6.229,-6.229,-11.403,87.9
